Customer_ID,Age,Gender,Tenure,Contract_Type,Payment_Method,Internet_Service,Tech_Support,Streaming_Service,Online_Security,Customer_Support_Calls,Satisfaction_Score,Monthly_Charges,Total_Charges,Churn_Probability,Risk_Score,Risk_Category,Churn
CUST-04242,54,Female,6,One Year,Electronic Check,Fiber Optic,Yes,No,Yes,1,1.9,82.35,585.27,0.5112,51.1,Medium,No
CUST-04243,33,Male,8,One Year,Electronic Check,Fiber Optic,No,No,No,5,3.8,56.05,467.51,0.6373,63.7,Medium,Yes
CUST-04244,51,Male,13,Two Year,Electronic Check,DSL,No,Yes,No Internet,0,4.5,46.26,672.0,0.2319,23.2,Low,No
CUST-04245,42,Male,9,Month-to-Month,Mailed Check,Fiber Optic,No,No,No,0,4.8,77.91,758.74,0.7014,70.1,High,Yes
CUST-04246,20,Male,11,One Year,Bank Transfer,No,No,No,Yes,2,1.8,20.86,225.82,0.2942,29.4,Low,No
CUST-04247,44,Female,23,Month-to-Month,Mailed Check,Fiber Optic,Yes,No Internet,No Internet,4,3.2,71.88,1755.99,0.7058,70.6,High,Yes
CUST-04248,72,Female,34,One Year,Electronic Check,Fiber Optic,No,Yes,No,1,2.0,95.71,3192.15,0.5497,55.0,Medium,No
CUST-04249,48,Male,31,Month-to-Month,Credit Card,DSL,No,Yes,No,1,4.1,51.6,1733.48,0.5372,53.7,Medium,No
CUST-04250,41,Male,40,One Year,Electronic Check,DSL,No Internet,No Internet,No,4,3.4,41.02,1650.84,0.295,29.5,Low,No
CUST-04251,57,Female,0,Two Year,Electronic Check,Fiber Optic,Yes,No,Yes,2,4.5,99.12,93.23,0.5123,51.2,Medium,No
CUST-04252,44,Female,1,Month-to-Month,Electronic Check,DSL,Yes,No Internet,No,2,3.8,55.74,112.91,0.6586,65.9,Medium,Yes
CUST-04253,44,Male,37,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,3,2.2,87.54,3132.65,0.931,93.1,High,Yes
CUST-04254,26,Male,18,Month-to-Month,Mailed Check,Fiber Optic,No,No Internet,No Internet,6,3.3,86.83,1490.91,0.8029,80.3,High,Yes
CUST-04255,45,Female,20,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,Yes,1,2.4,74.04,1421.84,0.8436,84.4,High,Yes
CUST-04256,56,Female,1,Month-to-Month,Electronic Check,DSL,No,Yes,No,4,2.0,71.84,143.48,0.8031,80.3,High,Yes
CUST-04257,30,Male,7,Month-to-Month,Credit Card,Fiber Optic,No Internet,No Internet,No Internet,0,2.6,88.45,659.56,0.7036,70.4,High,Yes
CUST-04258,61,Female,24,Two Year,Electronic Check,No,No,No Internet,Yes,0,3.4,23.47,549.0,0.318,31.8,Low,No
CUST-04259,40,Male,47,Month-to-Month,Bank Transfer,DSL,No,No,No Internet,1,2.1,65.28,2890.1,0.5552,55.5,Medium,No
CUST-04260,29,Female,59,One Year,Bank Transfer,Fiber Optic,No Internet,No,Yes,3,3.3,93.14,5244.48,0.2325,23.2,Low,No
CUST-04261,55,Female,16,Two Year,Electronic Check,Fiber Optic,Yes,No Internet,Yes,5,1.7,52.98,913.26,0.6348,63.5,Medium,Yes
CUST-04262,37,Female,18,Two Year,Mailed Check,Fiber Optic,No,Yes,No,3,1.1,95.4,1771.02,0.5071,50.7,Medium,No
CUST-04263,52,Male,42,One Year,Mailed Check,DSL,No,No,No,3,5.0,59.14,2371.12,0.1449,14.5,Low,No
CUST-04264,37,Male,18,Month-to-Month,Electronic Check,DSL,No,Yes,Yes,6,2.8,57.1,1016.7,0.6917,69.2,Medium,Yes
CUST-04265,41,Male,17,Two Year,Credit Card,No,No Internet,Yes,No,4,3.0,28.82,496.32,0.1796,18.0,Low,No
CUST-04266,48,Female,56,Month-to-Month,Mailed Check,Fiber Optic,No,No,Yes,1,2.8,81.7,4887.19,0.6818,68.2,Medium,Yes
CUST-04267,46,Male,37,Two Year,Credit Card,Fiber Optic,Yes,No Internet,Yes,1,3.8,97.95,3447.0,0.2316,23.2,Low,No
CUST-04268,18,Male,57,One Year,Credit Card,Fiber Optic,No Internet,No,No,1,3.4,67.59,4000.32,0.1755,17.5,Low,No
CUST-04269,26,Male,5,One Year,Electronic Check,Fiber Optic,Yes,No Internet,No,1,4.2,65.6,405.35,0.5383,53.8,Medium,No
CUST-04270,55,Female,17,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,Yes,1,3.5,97.08,1823.09,0.7928,79.3,High,Yes
CUST-04271,40,Male,44,One Year,Electronic Check,No,No,No,No,5,3.2,27.4,1221.56,0.4533,45.3,Medium,No
CUST-04272,34,Male,2,Two Year,Credit Card,DSL,No Internet,Yes,No,2,4.3,54.88,150.65,0.2105,21.0,Low,No
CUST-04273,22,Male,37,Two Year,Credit Card,DSL,No,Yes,Yes,4,2.8,68.81,2362.39,0.2108,21.1,Low,No
CUST-04274,26,Female,4,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,No,6,3.1,89.88,434.32,0.8028,80.3,High,Yes
CUST-04275,18,Female,39,Two Year,Electronic Check,Fiber Optic,No,Yes,Yes,0,2.9,103.78,3954.47,0.5748,57.5,Medium,No
CUST-04276,40,Female,22,Month-to-Month,Electronic Check,Fiber Optic,No Internet,No,No,1,4.7,69.05,1634.74,0.7441,74.4,High,Yes
CUST-04277,33,Female,5,One Year,Credit Card,Fiber Optic,No Internet,Yes,No Internet,1,3.6,91.45,542.97,0.3035,30.3,Low,No
CUST-04278,28,Female,15,One Year,Credit Card,DSL,Yes,No,No Internet,2,3.3,62.54,1027.14,0.1109,11.1,Low,No
CUST-04279,41,Male,27,Month-to-Month,Electronic Check,Fiber Optic,No Internet,No Internet,Yes,3,1.0,89.62,2473.15,0.8176,81.8,High,Yes
CUST-04280,47,Female,24,Month-to-Month,Electronic Check,No,No Internet,No,No,5,3.6,33.23,776.01,0.7498,75.0,High,Yes
CUST-04281,71,Male,13,One Year,Electronic Check,No,No,No Internet,No,3,4.0,30.55,397.73,0.3776,37.8,Low,No
CUST-04282,20,Male,55,Month-to-Month,Electronic Check,Fiber Optic,No,No Internet,No Internet,5,4.2,94.12,5056.18,0.8963,89.6,High,Yes
CUST-04283,58,Female,17,Month-to-Month,Credit Card,DSL,No,No,No Internet,2,3.0,51.24,834.14,0.5346,53.5,Medium,No
CUST-04284,55,Male,16,One Year,Mailed Check,DSL,No,No,No,4,3.9,73.84,1223.39,0.1849,18.5,Low,No
CUST-04285,31,Male,1,Two Year,Bank Transfer,Fiber Optic,No,No,No Internet,2,3.7,81.32,153.03,0.3666,36.7,Low,No
CUST-04286,44,Male,61,One Year,Mailed Check,No,Yes,Yes,No Internet,3,1.0,19.5,1096.38,0.2002,20.0,Low,No
CUST-04287,35,Female,4,Month-to-Month,Mailed Check,Fiber Optic,Yes,No Internet,No,2,4.4,106.11,515.26,0.6327,63.3,Medium,Yes
CUST-04288,44,Male,18,Month-to-Month,Electronic Check,DSL,Yes,No,No,1,3.0,81.88,1549.73,0.6586,65.9,Medium,Yes
CUST-04289,63,Female,39,One Year,Bank Transfer,Fiber Optic,No Internet,Yes,No,2,3.5,60.95,2231.03,0.2775,27.8,Low,No
CUST-04290,50,Female,5,One Year,Bank Transfer,Fiber Optic,No,No,No,3,2.5,119.12,708.49,0.5066,50.7,Medium,No
CUST-04291,49,Female,17,One Year,Mailed Check,DSL,No,No,No,2,4.0,45.97,861.75,0.227,22.7,Low,No
CUST-04292,35,Male,6,Two Year,Electronic Check,No,No Internet,No,No,2,3.6,33.56,224.7,0.3814,38.1,Low,No
CUST-04293,21,Female,34,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,Yes,2,1.4,81.82,2999.04,0.8598,86.0,High,Yes
CUST-04294,39,Male,19,Month-to-Month,Electronic Check,Fiber Optic,No Internet,No,No Internet,5,2.4,68.51,1393.89,0.8388,83.9,High,Yes
CUST-04295,58,Male,46,Two Year,Bank Transfer,Fiber Optic,Yes,No,No Internet,2,4.8,81.21,3440.69,0.2627,26.3,Low,No
CUST-04296,20,Male,53,Month-to-Month,Mailed Check,Fiber Optic,No,No Internet,Yes,4,4.1,98.92,5564.84,0.8015,80.2,High,Yes
CUST-04297,27,Female,25,One Year,Mailed Check,DSL,No,No Internet,No,3,2.8,55.53,1409.85,0.2307,23.1,Low,No
CUST-04298,43,Male,31,Two Year,Credit Card,DSL,Yes,No,No,0,2.9,40.83,1293.6,0.0756,7.6,Low,No
CUST-04299,28,Male,19,Two Year,Mailed Check,No,No,Yes,No,2,2.2,20.75,411.42,0.3007,30.1,Low,No
CUST-04300,30,Male,11,One Year,Mailed Check,DSL,No,Yes,No,3,2.3,42.44,488.23,0.1878,18.8,Low,No
CUST-04301,36,Male,25,Month-to-Month,Electronic Check,No,No Internet,Yes,No,0,3.4,38.18,959.54,0.5898,59.0,Medium,No
CUST-04302,22,Female,57,Two Year,Credit Card,DSL,No,No,No,0,5.0,55.77,3162.89,0.1045,10.5,Low,No
CUST-04303,28,Female,12,One Year,Bank Transfer,No,No,Yes,No Internet,4,2.9,20.57,279.4,0.2055,20.6,Low,No
CUST-04304,51,Female,9,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,3,3.2,65.87,614.41,0.8331,83.3,High,Yes
CUST-04305,23,Male,11,One Year,Bank Transfer,DSL,Yes,Yes,No,2,2.4,58.42,727.11,0.2119,21.2,Low,No
CUST-04306,19,Male,13,Month-to-Month,Mailed Check,No,No Internet,No,No,2,3.1,18.0,263.69,0.4495,44.9,Medium,No
CUST-04307,33,Female,1,Two Year,Credit Card,DSL,No,Yes,No Internet,5,3.6,53.77,103.64,0.2236,22.4,Low,No
CUST-04308,52,Male,16,Month-to-Month,Credit Card,No,No,Yes,Yes,2,5.0,27.79,442.7,0.5486,54.9,Medium,No
CUST-04309,39,Female,16,Two Year,Bank Transfer,Fiber Optic,Yes,No,No,2,4.5,62.51,1030.02,0.3482,34.8,Low,No
CUST-04310,35,Male,21,Two Year,Bank Transfer,No,No,No,No Internet,3,4.5,18.62,374.92,0.1898,19.0,Low,No
CUST-04311,42,Female,10,Two Year,Electronic Check,DSL,No Internet,No,No,1,2.7,62.32,701.43,0.2549,25.5,Low,No
CUST-04312,18,Male,22,One Year,Mailed Check,Fiber Optic,No Internet,No,No Internet,3,2.2,101.97,2221.5,0.327,32.7,Low,No
CUST-04313,48,Male,50,Two Year,Bank Transfer,Fiber Optic,No,No Internet,Yes,2,3.2,78.02,3762.71,0.4078,40.8,Medium,No
CUST-04314,47,Female,72,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,No Internet,2,2.5,100.25,7325.64,0.591,59.1,Medium,No
CUST-04315,36,Female,21,Month-to-Month,Bank Transfer,No,No,Yes,No Internet,2,2.7,18.0,389.74,0.546,54.6,Medium,No
CUST-04316,56,Male,1,Two Year,Credit Card,DSL,No,No,No Internet,4,3.5,61.33,121.17,0.1591,15.9,Low,No
CUST-04317,26,Female,72,Month-to-Month,Electronic Check,No,No,No Internet,No,3,3.9,24.35,1728.98,0.6454,64.5,Medium,Yes
CUST-04318,57,Female,29,Month-to-Month,Electronic Check,DSL,No,No,Yes,3,4.5,54.0,1567.51,0.7745,77.5,High,Yes
CUST-04319,44,Male,9,Month-to-Month,Bank Transfer,No,No,No,No,0,3.8,19.74,187.01,0.4966,49.7,Medium,No
CUST-04320,37,Male,3,Month-to-Month,Credit Card,DSL,No,Yes,No,4,3.4,69.69,262.71,0.6466,64.7,Medium,Yes
CUST-04321,41,Male,3,One Year,Credit Card,Fiber Optic,Yes,No,No,1,2.3,99.21,416.32,0.338,33.8,Low,No
CUST-04322,40,Male,4,One Year,Bank Transfer,Fiber Optic,No,No,No,3,4.5,60.62,291.11,0.4561,45.6,Medium,No
CUST-04323,59,Female,1,Month-to-Month,Credit Card,No,No Internet,No,No,3,4.1,25.89,50.54,0.3813,38.1,Low,No
CUST-04324,26,Male,55,Two Year,Bank Transfer,Fiber Optic,No,No,No,2,2.7,78.87,4238.15,0.3675,36.8,Low,No
CUST-04325,31,Male,18,Month-to-Month,Electronic Check,Fiber Optic,No Internet,Yes,No,1,4.1,85.21,1633.47,0.8591,85.9,High,Yes
CUST-04326,56,Male,28,One Year,Bank Transfer,Fiber Optic,No,Yes,Yes,1,3.3,58.91,1582.1,0.3881,38.8,Low,No
CUST-04327,33,Female,42,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,Yes,3,4.4,75.82,2959.69,0.8116,81.2,High,Yes
CUST-04328,54,Male,37,One Year,Electronic Check,No,No Internet,No,No,0,2.9,28.58,1136.11,0.2739,27.4,Low,No
CUST-04329,65,Male,51,Month-to-Month,Mailed Check,DSL,No,Yes,No,4,3.0,61.09,3114.23,0.5481,54.8,Medium,No
CUST-04330,36,Male,72,Month-to-Month,Electronic Check,DSL,No,No,No Internet,7,1.5,71.86,5154.48,0.8175,81.8,High,Yes
CUST-04331,51,Female,13,Two Year,Electronic Check,No,No,No,No,1,2.7,18.0,244.45,0.3034,30.3,Low,No
CUST-04332,25,Male,72,Month-to-Month,Electronic Check,DSL,No Internet,Yes,No Internet,4,5.0,70.42,4665.06,0.5482,54.8,Medium,No
CUST-04333,52,Female,30,Two Year,Electronic Check,No,Yes,No,Yes,2,5.0,28.61,888.24,0.2255,22.6,Low,No
CUST-04334,44,Male,1,One Year,Electronic Check,Fiber Optic,No,No Internet,No Internet,4,3.7,114.41,225.36,0.6999,70.0,High,Yes
CUST-04335,48,Male,27,Month-to-Month,Mailed Check,No,No,No,No Internet,2,2.7,23.74,612.47,0.5834,58.3,Medium,No
CUST-04336,32,Female,27,One Year,Bank Transfer,Fiber Optic,No,No,No,6,2.9,85.65,2346.71,0.4314,43.1,Medium,No
CUST-04337,18,Male,56,Month-to-Month,Credit Card,DSL,No,No,Yes,1,3.1,43.54,2320.56,0.5287,52.9,Medium,No
CUST-04338,49,Female,11,Month-to-Month,Credit Card,DSL,No,No,No,3,2.8,54.02,645.65,0.4395,43.9,Medium,No
CUST-04339,18,Female,21,Two Year,Mailed Check,Fiber Optic,Yes,Yes,Yes,5,4.1,77.29,1700.69,0.2823,28.2,Low,No
CUST-04340,37,Female,0,Month-to-Month,Bank Transfer,Fiber Optic,No Internet,Yes,No,4,1.7,98.94,93.45,0.7946,79.5,High,Yes
CUST-04341,55,Female,9,One Year,Electronic Check,Fiber Optic,No,Yes,Yes,2,3.2,112.06,1024.36,0.6431,64.3,Medium,Yes
CUST-04342,44,Male,1,Month-to-Month,Electronic Check,Fiber Optic,No Internet,No Internet,No,2,5.0,114.09,232.67,0.7588,75.9,High,Yes
CUST-04343,69,Male,17,One Year,Bank Transfer,DSL,Yes,Yes,Yes,2,4.3,49.23,882.12,0.0773,7.7,Low,No
CUST-04344,56,Female,40,Month-to-Month,Bank Transfer,No,No,No Internet,Yes,2,5.0,31.85,1293.61,0.5092,50.9,Medium,No
CUST-04345,32,Female,5,Month-to-Month,Credit Card,DSL,No,No Internet,Yes,3,3.1,54.14,321.5,0.6118,61.2,Medium,No
CUST-04346,42,Female,17,Two Year,Bank Transfer,DSL,No,No,Yes,3,2.5,55.31,1003.43,0.2554,25.5,Low,No
CUST-04347,41,Male,5,Month-to-Month,Electronic Check,Fiber Optic,No Internet,No,No,2,3.6,86.16,482.98,0.8206,82.1,High,Yes
CUST-04348,19,Male,3,One Year,Credit Card,Fiber Optic,Yes,Yes,No,3,2.4,94.99,365.15,0.3382,33.8,Low,No
CUST-04349,28,Female,17,One Year,Bank Transfer,DSL,No,No,No,5,2.6,38.82,652.1,0.2811,28.1,Low,No
CUST-04350,34,Male,1,One Year,Credit Card,No,No,No Internet,No,2,3.0,18.0,32.78,0.1796,18.0,Low,No
CUST-04351,18,Male,21,One Year,Bank Transfer,No,No,Yes,Yes,3,4.6,33.08,753.96,0.1492,14.9,Low,No
CUST-04352,42,Male,0,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,4,4.2,93.0,84.35,0.8355,83.5,High,Yes
CUST-04353,38,Female,2,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,2,3.8,51.27,139.49,0.6672,66.7,Medium,Yes
CUST-04354,18,Male,19,Two Year,Electronic Check,DSL,No,No,No Internet,3,3.3,56.3,1067.79,0.3996,40.0,Medium,No
CUST-04355,47,Female,21,Two Year,Electronic Check,DSL,No,Yes,No,1,5.0,43.67,910.6,0.2412,24.1,Low,No
CUST-04356,52,Male,0,Month-to-Month,Electronic Check,DSL,No,No,No,1,3.7,39.18,35.5,0.6524,65.2,Medium,Yes
CUST-04357,45,Female,20,Month-to-Month,Mailed Check,DSL,No,No,No,2,2.2,50.62,1079.08,0.6787,67.9,Medium,Yes
CUST-04358,37,Female,43,One Year,Credit Card,Fiber Optic,No,Yes,No Internet,2,3.4,80.47,3248.94,0.4684,46.8,Medium,No
CUST-04359,50,Male,30,Two Year,Credit Card,No,No,No,No Internet,1,2.2,24.72,699.85,0.1556,15.6,Low,No
CUST-04360,51,Female,3,Two Year,Bank Transfer,Fiber Optic,No Internet,Yes,No,2,2.6,111.43,406.99,0.3893,38.9,Low,No
CUST-04361,46,Male,21,Two Year,Electronic Check,DSL,No,Yes,Yes,4,4.7,60.12,1318.21,0.219,21.9,Low,No
CUST-04362,30,Male,26,Month-to-Month,Mailed Check,No,No,Yes,No,4,3.5,36.11,902.22,0.522,52.2,Medium,No
CUST-04363,45,Female,0,Two Year,Bank Transfer,DSL,No,No Internet,Yes,1,3.3,62.14,61.32,0.1234,12.3,Low,No
CUST-04364,58,Male,46,Two Year,Electronic Check,Fiber Optic,No,No Internet,No,2,3.5,83.19,3636.77,0.5263,52.6,Medium,No
CUST-04365,33,Male,56,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,1,3.1,75.38,4406.14,0.7399,74.0,High,Yes
CUST-04366,71,Male,45,Month-to-Month,Credit Card,DSL,No,Yes,No,0,1.0,65.99,2817.16,0.5848,58.5,Medium,No
CUST-04367,34,Male,41,Month-to-Month,Mailed Check,Fiber Optic,No,No Internet,No,4,4.0,97.5,3949.51,0.7161,71.6,High,Yes
CUST-04368,42,Female,32,One Year,Bank Transfer,Fiber Optic,No,No,Yes,3,3.9,73.97,2399.18,0.4589,45.9,Medium,No
CUST-04369,32,Male,24,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,No Internet,4,3.4,80.96,2088.83,0.8271,82.7,High,Yes
CUST-04370,45,Female,27,Month-to-Month,Bank Transfer,No,Yes,No,Yes,2,2.4,18.0,469.86,0.5153,51.5,Medium,No
CUST-04371,18,Female,39,Month-to-Month,Electronic Check,Fiber Optic,No,No Internet,Yes,6,5.0,113.42,4505.36,0.816,81.6,High,Yes
CUST-04372,34,Male,26,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,1,2.7,51.69,1262.59,0.5188,51.9,Medium,No
CUST-04373,26,Male,9,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No Internet,3,2.3,97.8,993.94,0.8362,83.6,High,Yes
CUST-04374,43,Female,11,One Year,Bank Transfer,DSL,Yes,Yes,No,2,3.3,59.28,696.47,0.0809,8.1,Low,No
CUST-04375,55,Male,54,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,3,4.0,74.84,4288.08,0.9025,90.2,High,Yes
CUST-04376,51,Male,0,Two Year,Mailed Check,DSL,Yes,Yes,No,2,3.7,55.2,56.1,0.0485,4.8,Low,No
CUST-04377,18,Male,28,Two Year,Bank Transfer,DSL,No,No Internet,Yes,3,3.8,57.65,1605.18,0.2686,26.9,Low,No
CUST-04378,70,Female,72,Two Year,Bank Transfer,Fiber Optic,No Internet,No,No,2,4.5,77.24,5426.33,0.3373,33.7,Low,No
CUST-04379,46,Female,29,One Year,Credit Card,No,No,No,No,3,3.5,22.57,610.05,0.2488,24.9,Low,No
CUST-04380,31,Male,72,Month-to-Month,Credit Card,No,No,Yes,No Internet,8,4.7,23.59,1766.35,0.5651,56.5,Medium,No
CUST-04381,44,Male,27,Month-to-Month,Credit Card,Fiber Optic,No,No Internet,Yes,1,3.8,59.65,1704.96,0.7052,70.5,High,Yes
CUST-04382,44,Female,0,Month-to-Month,Bank Transfer,DSL,Yes,No,No,1,3.1,42.38,41.76,0.4771,47.7,Medium,No
CUST-04383,32,Female,42,Two Year,Bank Transfer,DSL,Yes,No,No,6,2.7,29.43,1210.21,0.1825,18.2,Low,No
CUST-04384,44,Female,8,Month-to-Month,Electronic Check,Fiber Optic,Yes,No Internet,No,5,4.7,88.64,814.31,0.7454,74.5,High,Yes
CUST-04385,33,Female,14,One Year,Electronic Check,Fiber Optic,Yes,No Internet,No,4,3.9,94.24,1401.64,0.4529,45.3,Medium,No
CUST-04386,36,Male,8,One Year,Credit Card,No,Yes,No,No,0,2.8,32.5,271.58,0.1208,12.1,Low,No
CUST-04387,32,Female,7,Two Year,Credit Card,DSL,No,No,Yes,1,2.7,56.17,420.76,0.24,24.0,Low,No
CUST-04388,21,Male,13,One Year,Bank Transfer,No,Yes,Yes,No Internet,4,2.1,24.38,338.2,0.3075,30.7,Low,No
CUST-04389,44,Male,11,One Year,Mailed Check,DSL,No Internet,No Internet,No,3,5.0,44.83,538.88,0.1163,11.6,Low,No
CUST-04390,50,Female,24,Month-to-Month,Electronic Check,Fiber Optic,No Internet,No Internet,No,8,3.7,78.46,1798.68,0.8204,82.0,High,Yes
CUST-04391,49,Male,40,One Year,Electronic Check,Fiber Optic,No Internet,Yes,No,1,4.8,69.16,2909.16,0.4331,43.3,Medium,No
CUST-04392,53,Female,8,Month-to-Month,Mailed Check,DSL,Yes,No,No,0,5.0,59.3,520.63,0.3926,39.3,Low,No
CUST-04393,46,Male,5,Two Year,Mailed Check,DSL,No Internet,No,No,1,5.0,69.78,389.36,0.1207,12.1,Low,No
CUST-04394,34,Female,26,Month-to-Month,Credit Card,Fiber Optic,No Internet,Yes,No,1,2.8,94.08,2501.6,0.7093,70.9,High,Yes
CUST-04395,53,Female,26,Month-to-Month,Electronic Check,DSL,No Internet,No,Yes,0,5.0,56.62,1576.81,0.5926,59.3,Medium,No
CUST-04396,22,Male,55,Two Year,Mailed Check,No,No,Yes,No,5,4.1,26.22,1333.62,0.137,13.7,Low,No
CUST-04397,29,Female,0,Month-to-Month,Mailed Check,DSL,No,No,Yes,4,1.9,64.36,60.06,0.6217,62.2,Medium,Yes
CUST-04398,28,Male,46,Two Year,Credit Card,Fiber Optic,Yes,Yes,No,3,3.5,109.53,5068.04,0.3713,37.1,Low,No
CUST-04399,57,Female,17,Two Year,Credit Card,Fiber Optic,Yes,No,No,3,3.3,116.13,1881.89,0.2744,27.4,Low,No
CUST-04400,55,Male,23,Two Year,Mailed Check,No,Yes,Yes,Yes,2,3.7,18.0,400.45,0.1277,12.8,Low,No
CUST-04401,48,Female,2,Month-to-Month,Credit Card,No,No Internet,Yes,No,4,3.5,18.1,50.8,0.4362,43.6,Medium,No
CUST-04402,57,Male,13,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,Yes,2,3.9,92.82,1341.86,0.7334,73.3,High,Yes
CUST-04403,29,Male,6,Two Year,Electronic Check,No,Yes,No,No Internet,1,2.4,31.72,217.3,0.2247,22.5,Low,No
CUST-04404,46,Male,7,Two Year,Mailed Check,Fiber Optic,No Internet,Yes,No,3,3.6,49.83,396.58,0.3725,37.3,Low,No
CUST-04405,40,Male,16,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No Internet,1,2.7,76.72,1174.42,0.8677,86.8,High,Yes
CUST-04406,53,Female,40,Month-to-Month,Bank Transfer,Fiber Optic,No Internet,No,No,2,3.4,91.08,3577.48,0.7175,71.8,High,Yes
CUST-04407,40,Female,32,Month-to-Month,Credit Card,Fiber Optic,No,No,Yes,4,3.0,62.61,1998.11,0.7737,77.4,High,Yes
CUST-04408,36,Female,21,Two Year,Bank Transfer,No,Yes,No,Yes,2,2.8,30.07,678.63,0.1358,13.6,Low,No
CUST-04409,49,Male,18,Month-to-Month,Electronic Check,DSL,Yes,Yes,Yes,1,4.0,48.16,850.25,0.6017,60.2,Medium,No
CUST-04410,54,Male,13,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,Yes,6,3.8,61.37,781.67,0.97,97.0,High,Yes
CUST-04411,32,Male,72,One Year,Electronic Check,No,No Internet,Yes,Yes,2,3.7,25.5,1905.67,0.2153,21.5,Low,No
CUST-04412,41,Female,19,Month-to-Month,Electronic Check,No,No Internet,No,No,3,2.7,29.83,555.92,0.6164,61.6,Medium,No
CUST-04413,27,Female,7,Two Year,Electronic Check,Fiber Optic,No,No,Yes,3,3.8,84.85,681.26,0.6665,66.6,Medium,Yes
CUST-04414,18,Male,6,Month-to-Month,Mailed Check,DSL,No,Yes,No,3,3.2,50.05,320.13,0.5197,52.0,Medium,No
CUST-04415,44,Male,22,Month-to-Month,Bank Transfer,DSL,No,No,No,2,2.8,58.31,1342.31,0.6,60.0,Medium,No
CUST-04416,50,Male,17,Month-to-Month,Bank Transfer,DSL,No,Yes,No,1,4.3,55.02,954.2,0.5123,51.2,Medium,No
CUST-04417,45,Female,0,Month-to-Month,Electronic Check,DSL,No,Yes,Yes,3,4.1,47.4,49.26,0.7607,76.1,High,Yes
CUST-04418,18,Female,42,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No Internet,5,1.0,88.28,3530.56,0.7886,78.9,High,Yes
CUST-04419,37,Female,29,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,5,1.0,70.65,1928.89,0.8727,87.3,High,Yes
CUST-04420,18,Male,26,Month-to-Month,Electronic Check,No,No,No,No,2,4.9,19.87,525.78,0.6362,63.6,Medium,Yes
CUST-04421,61,Female,1,Two Year,Mailed Check,No,Yes,No Internet,Yes,0,1.8,21.55,44.72,0.1582,15.8,Low,No
CUST-04422,26,Female,10,Month-to-Month,Electronic Check,Fiber Optic,No Internet,Yes,No,1,1.8,91.81,939.75,0.8401,84.0,High,Yes
CUST-04423,59,Male,65,Two Year,Bank Transfer,Fiber Optic,No,No,No,3,3.0,100.96,6831.47,0.3892,38.9,Low,No
CUST-04424,55,Female,47,One Year,Credit Card,No,No,No Internet,No Internet,0,3.5,19.81,904.2,0.1559,15.6,Low,No
CUST-04425,29,Male,8,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,No Internet,2,2.7,85.51,704.06,0.6924,69.2,Medium,Yes
CUST-04426,26,Male,4,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No,2,1.0,57.12,282.31,0.8493,84.9,High,Yes
CUST-04427,46,Female,14,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,3,3.4,90.88,1333.61,0.825,82.5,High,Yes
CUST-04428,30,Male,10,Month-to-Month,Credit Card,Fiber Optic,No Internet,No,No,2,5.0,79.05,891.95,0.6744,67.4,Medium,Yes
CUST-04429,43,Female,27,Month-to-Month,Electronic Check,Fiber Optic,No,No,Yes,2,1.7,92.92,2381.76,0.8021,80.2,High,Yes
CUST-04430,35,Female,72,Month-to-Month,Electronic Check,DSL,No,No,No,2,5.0,49.69,3615.72,0.6422,64.2,Medium,Yes
CUST-04431,18,Male,10,One Year,Electronic Check,Fiber Optic,No,No,Yes,3,2.9,76.93,840.36,0.6389,63.9,Medium,Yes
CUST-04432,18,Female,1,One Year,Electronic Check,No,No,No,No,3,5.0,18.0,37.77,0.3379,33.8,Low,No
CUST-04433,45,Female,54,Month-to-Month,Mailed Check,No,Yes,Yes,Yes,2,3.9,27.69,1445.6,0.3412,34.1,Low,No
CUST-04434,34,Male,0,Month-to-Month,Credit Card,No,No,No Internet,No,5,2.6,25.19,22.84,0.6883,68.8,Medium,Yes
CUST-04435,34,Male,72,One Year,Credit Card,No,No,Yes,No,3,3.9,35.23,2473.25,0.1773,17.7,Low,No
